Year,Date,CPIAUCNS,CPI Multiplier
1968,1968-09-01,35.1,7.34960114
1968,1968-10-01,35.3,7.30796034
1968,1968-11-01,35.4,7.287316384
1968,1968-12-01,35.5,7.266788732
1969,1969-01-01,35.6,7.246376404
1969,1969-02-01,35.8,7.205893855
1969,1969-03-01,36.1,7.14601108
1969,1969-04-01,36.3,7.106639118
1969,1969-05-01,36.4,7.087115385
1969,1969-06-01,36.6,7.048387978
1969,1969-07-01,36.8,7.010081522
1969,1969-08-01,37,6.972189189
1969,1969-09-01,37.1,6.953396226
1969,1969-10-01,37.3,6.916112601
1969,1969-11-01,37.5,6.879226667
1969,1969-12-01,37.7,6.842732095
1970,1970-01-01,37.8,6.82462963
1970,1970-02-01,38,6.788710526
1970,1970-03-01,38.2,6.753167539
1970,1970-04-01,38.5,6.700545455
1970,1970-05-01,38.6,6.683186528
1970,1970-06-01,38.8,6.648737113
1970,1970-07-01,39,6.614641026
1970,1970-08-01,39,6.614641026
1970,1970-09-01,39.2,6.580892857
1970,1970-10-01,39.4,6.54748731
1970,1970-11-01,39.6,6.514419192
1970,1970-12-01,39.8,6.481683417
1971,1971-01-01,39.8,6.481683417
1971,1971-02-01,39.9,6.465438596
1971,1971-03-01,40,6.449275
1971,1971-04-01,40.1,6.43319202
1971,1971-05-01,40.3,6.401265509
1971,1971-06-01,40.6,6.353965517
1971,1971-07-01,40.7,6.338353808
1971,1971-08-01,40.8,6.322818627
1971,1971-09-01,40.8,6.322818627
1971,1971-10-01,40.9,6.307359413
1971,1971-11-01,40.9,6.307359413
1971,1971-12-01,41.1,6.276666667
1972,1972-01-01,41.1,6.276666667
1972,1972-02-01,41.3,6.246271186
1972,1972-03-01,41.4,6.231183575
1972,1972-04-01,41.5,6.216168675
1972,1972-05-01,41.6,6.201225962
1972,1972-06-01,41.7,6.186354916
1972,1972-07-01,41.9,6.156825776
1972,1972-08-01,42,6.142166667
1972,1972-09-01,42.1,6.127577197
1972,1972-10-01,42.3,6.098605201
1972,1972-11-01,42.4,6.084221698
1972,1972-12-01,42.5,6.069905882
1973,1973-01-01,42.6,6.055657277
1973,1973-02-01,42.9,6.013310023
1973,1973-03-01,43.3,5.957759815
1973,1973-04-01,43.6,5.916766055
1973,1973-05-01,43.9,5.876332574
1973,1973-06-01,44.2,5.836447964
1973,1973-07-01,44.3,5.823273138
1973,1973-08-01,45.1,5.719977827
1973,1973-09-01,45.2,5.707323009
1973,1973-10-01,45.6,5.657258772
1973,1973-11-01,45.9,5.620283224
1973,1973-12-01,46.2,5.583787879
1974,1974-01-01,46.6,5.535858369
1974,1974-02-01,47.2,5.465487288
1974,1974-03-01,47.8,5.396882845
1974,1974-04-01,48,5.374395833
1974,1974-05-01,48.6,5.308045267
1974,1974-06-01,49,5.264714286
1974,1974-07-01,49.4,5.22208502
1974,1974-08-01,50,5.15942
1974,1974-09-01,50.6,5.098241107
1974,1974-10-01,51.1,5.048356164
1974,1974-11-01,51.5,5.009145631
1974,1974-12-01,51.9,4.970539499
1975,1975-01-01,52.1,4.951458733
1975,1975-02-01,52.5,4.913733333
1975,1975-03-01,52.7,4.895085389
1975,1975-04-01,52.9,4.87657845
1975,1975-05-01,53.2,4.849078947
1975,1975-06-01,53.6,4.812891791
1975,1975-07-01,54.2,4.759612546
1975,1975-08-01,54.3,4.750847145
1975,1975-09-01,54.6,4.72474359
1975,1975-10-01,54.9,4.698925319
1975,1975-11-01,55.3,4.664936709
1975,1975-12-01,55.5,4.648126126
1976,1976-01-01,55.6,4.639766187
1976,1976-02-01,55.8,4.623136201
1976,1976-03-01,55.9,4.614865832
1976,1976-04-01,56.1,4.598413547
1976,1976-05-01,56.5,4.565858407
1976,1976-06-01,56.8,4.541742958
1976,1976-07-01,57.1,4.517880911
1976,1976-08-01,57.4,4.494268293
1976,1976-09-01,57.6,4.478663194
1976,1976-10-01,57.9,4.455457686
1976,1976-11-01,58,4.447775862
1976,1976-12-01,58.2,4.432491409
1977,1977-01-01,58.5,4.409760684
1977,1977-02-01,59.1,4.36499154
1977,1977-03-01,59.5,4.335647059
1977,1977-04-01,60,4.299516667
1977,1977-05-01,60.3,4.278126036
1977,1977-06-01,60.7,4.249934102
1977,1977-07-01,61,4.229032787
1977,1977-08-01,61.2,4.215212418
1977,1977-09-01,61.4,4.201482085
1977,1977-10-01,61.6,4.187840909
1977,1977-11-01,61.9,4.167544426
1977,1977-12-01,62.1,4.154122383
1978,1978-01-01,62.5,4.127536
1978,1978-02-01,62.9,4.101287758
1978,1978-03-01,63.4,4.068943218
1978,1978-04-01,63.9,4.037104851
1978,1978-05-01,64.5,3.999550388
1978,1978-06-01,65.2,3.956610429
1978,1978-07-01,65.7,3.926499239
1978,1978-08-01,66,3.908651515
1978,1978-09-01,66.5,3.879263158
1978,1978-10-01,67.1,3.844575261
1978,1978-11-01,67.4,3.827462908
1978,1978-12-01,67.7,3.810502216
1979,1979-01-01,68.3,3.777027818
1979,1979-02-01,69.1,3.733299566
1979,1979-03-01,69.8,3.695859599
1979,1979-04-01,70.6,3.65398017
1979,1979-05-01,71.5,3.607986014
1979,1979-06-01,72.3,3.568063624
1979,1979-07-01,73.1,3.529015048
1979,1979-08-01,73.8,3.495542005
1979,1979-09-01,74.6,3.4580563
1979,1979-10-01,75.2,3.430465426
1979,1979-11-01,75.9,3.398827404
1979,1979-12-01,76.7,3.363376793
1980,1980-01-01,77.8,3.315822622
1980,1980-02-01,78.9,3.269594423
1980,1980-03-01,80.1,3.220611735
1980,1980-04-01,81,3.18482716
1980,1980-05-01,81.8,3.153679707
1980,1980-06-01,82.7,3.119359129
1980,1980-07-01,82.7,3.119359129
1980,1980-08-01,83.3,3.096890756
1980,1980-09-01,84,3.071083333
1980,1980-10-01,84.8,3.042110849
1980,1980-11-01,85.5,3.017204678
1980,1980-12-01,86.3,2.989235226
1981,1981-01-01,87,2.965183908
1981,1981-02-01,87.9,2.934823663
1981,1981-03-01,88.5,2.914926554
1981,1981-04-01,89.1,2.895297419
1981,1981-05-01,89.8,2.872728285
1981,1981-06-01,90.6,2.847362031
1981,1981-07-01,91.6,2.816277293
1981,1981-08-01,92.3,2.794918743
1981,1981-09-01,93.2,2.767929185
1981,1981-10-01,93.4,2.762002141
1981,1981-11-01,93.7,2.753159018
1981,1981-12-01,94,2.74437234
1982,1982-01-01,94.3,2.735641569
1982,1982-02-01,94.6,2.726966173
1982,1982-03-01,94.5,2.729851852
1982,1982-04-01,94.9,2.718345627
1982,1982-05-01,95.8,2.692807933
1982,1982-06-01,97,2.659494845
1982,1982-07-01,97.5,2.64585641
1982,1982-08-01,97.7,2.640440123
1982,1982-09-01,97.9,2.635045965
1982,1982-10-01,98.2,2.626995927
1982,1982-11-01,98,2.632357143
1982,1982-12-01,97.6,2.643145492
1983,1983-01-01,97.8,2.637740286
1983,1983-02-01,97.9,2.635045965
1983,1983-03-01,97.9,2.635045965
1983,1983-04-01,98.6,2.616338742
1983,1983-05-01,99.2,2.600514113
1983,1983-06-01,99.5,2.592673367
1983,1983-07-01,99.9,2.582292292
1983,1983-08-01,100.2,2.574560878
1983,1983-09-01,100.7,2.561777557
1983,1983-10-01,101,2.554168317
1983,1983-11-01,101.2,2.549120553
1983,1983-12-01,101.3,2.546604146
1984,1984-01-01,101.9,2.531609421
1984,1984-02-01,102.4,2.519248047
1984,1984-03-01,102.6,2.514337232
1984,1984-04-01,103.1,2.50214355
1984,1984-05-01,103.4,2.494883946
1984,1984-06-01,103.7,2.487666345
1984,1984-07-01,104.1,2.478107589
1984,1984-08-01,104.5,2.46862201
1984,1984-09-01,105,2.456866667
1984,1984-10-01,105.3,2.449867047
1984,1984-11-01,105.3,2.449867047
1984,1984-12-01,105.3,2.449867047
1985,1985-01-01,105.5,2.445222749
1985,1985-02-01,106,2.433688679
1985,1985-03-01,106.4,2.424539474
1985,1985-04-01,106.9,2.413199252
1985,1985-05-01,107.3,2.404203169
1985,1985-06-01,107.6,2.3975
1985,1985-07-01,107.8,2.393051948
1985,1985-08-01,108,2.38862037
1985,1985-09-01,108.3,2.382003693
1985,1985-10-01,108.7,2.37323827
1985,1985-11-01,109,2.366706422
1985,1985-12-01,109.3,2.36021043
1986,1986-01-01,109.6,2.35375
1986,1986-02-01,109.3,2.36021043
1986,1986-03-01,108.8,2.371056985
1986,1986-04-01,108.6,2.375423573
1986,1986-05-01,108.9,2.368879706
1986,1986-06-01,109.5,2.355899543
1986,1986-07-01,109.5,2.355899543
1986,1986-08-01,109.7,2.351604376
1986,1986-09-01,110.2,2.340934664
1986,1986-10-01,110.3,2.33881233
1986,1986-11-01,110.4,2.336693841
1986,1986-12-01,110.5,2.334579186
1987,1987-01-01,111.2,2.319883094
1987,1987-02-01,111.6,2.3115681
1987,1987-03-01,112.1,2.301257806
1987,1987-04-01,112.7,2.289006211
1987,1987-05-01,113.1,2.280910698
1987,1987-06-01,113.5,2.272872247
1987,1987-07-01,113.8,2.266880492
1987,1987-08-01,114.4,2.254991259
1987,1987-09-01,115,2.243226087
1987,1987-10-01,115.3,2.237389419
1987,1987-11-01,115.4,2.235450607
1987,1987-12-01,115.4,2.235450607
1988,1988-01-01,115.7,2.229654278
1988,1988-02-01,116,2.223887931
1988,1988-03-01,116.5,2.214343348
1988,1988-04-01,117.1,2.202997438
1988,1988-05-01,117.5,2.195497872
1988,1988-06-01,118,2.186194915
1988,1988-07-01,118.5,2.176970464
1988,1988-08-01,119,2.167823529
1988,1988-09-01,119.8,2.153347245
1988,1988-10-01,120.2,2.146181364
1988,1988-11-01,120.3,2.14439734
1988,1988-12-01,120.5,2.140838174
1989,1989-01-01,121.1,2.130231214
1989,1989-02-01,121.6,2.121472039
1989,1989-03-01,122.3,2.109329518
1989,1989-04-01,123.1,2.095621446
1989,1989-05-01,123.8,2.083772213
1989,1989-06-01,124.1,2.078734891
1989,1989-07-01,124.4,2.073721865
1989,1989-08-01,124.6,2.070393258
1989,1989-09-01,125,2.063768
1989,1989-10-01,125.6,2.053909236
1989,1989-11-01,125.9,2.049015091
1989,1989-12-01,126.1,2.045765266
1990,1990-01-01,127.4,2.02489011
1990,1990-02-01,128,2.015398438
1990,1990-03-01,128.7,2.004436674
1990,1990-04-01,128.9,2.00132661
1990,1990-05-01,129.2,1.996679567
1990,1990-06-01,129.9,1.985919938
1990,1990-07-01,130.4,1.978305215
1990,1990-08-01,131.6,1.960265957
1990,1990-09-01,132.7,1.944016579
1990,1990-10-01,133.5,1.932367041
1990,1990-11-01,133.8,1.92803438
1990,1990-12-01,133.8,1.92803438
1991,1991-01-01,134.6,1.916575037
1991,1991-02-01,134.8,1.913731454
1991,1991-03-01,135,1.910896296
1991,1991-04-01,135.2,1.908069527
1991,1991-05-01,135.6,1.902441003
1991,1991-06-01,136,1.896845588
1991,1991-07-01,136.2,1.894060206
1991,1991-08-01,136.6,1.888513909
1991,1991-09-01,137.2,1.880255102
1991,1991-10-01,137.4,1.877518195
1991,1991-11-01,137.8,1.872068215
1991,1991-12-01,137.9,1.87071066
1992,1992-01-01,138.1,1.868001448
1992,1992-02-01,138.6,1.861262626
1992,1992-03-01,139.3,1.851909548
1992,1992-04-01,139.5,1.84925448
1992,1992-05-01,139.7,1.846607015
1992,1992-06-01,140.2,1.840021398
1992,1992-07-01,140.5,1.836092527
1992,1992-08-01,140.9,1.830880057
1992,1992-09-01,141.3,1.825697098
1992,1992-10-01,141.8,1.81925952
1992,1992-11-01,142,1.816697183
1992,1992-12-01,141.9,1.817977449
1993,1993-01-01,142.6,1.809053296
1993,1993-02-01,143.1,1.802732355
1993,1993-03-01,143.6,1.796455432
1993,1993-04-01,144,1.791465278
1993,1993-05-01,144.2,1.788980583
1993,1993-06-01,144.4,1.78650277
1993,1993-07-01,144.4,1.78650277
1993,1993-08-01,144.8,1.78156768
1993,1993-09-01,145.1,1.777884218
1993,1993-10-01,145.7,1.7705628
1993,1993-11-01,145.8,1.769348422
1993,1993-12-01,145.8,1.769348422
1994,1994-01-01,146.2,1.764507524
1994,1994-02-01,146.7,1.758493524
1994,1994-03-01,147.2,1.75252038
1994,1994-04-01,147.4,1.750142469
1994,1994-05-01,147.5,1.748955932
1994,1994-06-01,148,1.743047297
1994,1994-07-01,148.4,1.738349057
1994,1994-08-01,149,1.731348993
1994,1994-09-01,149.4,1.726713521
1994,1994-10-01,149.5,1.725558528
1994,1994-11-01,149.7,1.723253173
1994,1994-12-01,149.7,1.723253173
1995,1995-01-01,150.3,1.716373919
1995,1995-02-01,150.9,1.70954937
1995,1995-03-01,151.4,1.703903567
1995,1995-04-01,151.9,1.698294931
1995,1995-05-01,152.2,1.694947438
1995,1995-06-01,152.5,1.691613115
1995,1995-07-01,152.5,1.691613115
1995,1995-08-01,152.9,1.687187704
1995,1995-09-01,153.2,1.683883812
1995,1995-10-01,153.7,1.678405986
1995,1995-11-01,153.6,1.679498698
1995,1995-12-01,153.5,1.680592834
1996,1996-01-01,154.4,1.670796632
1996,1996-02-01,154.9,1.665403486
1996,1996-03-01,155.7,1.6568465
1996,1996-04-01,156.3,1.650486244
1996,1996-05-01,156.6,1.647324393
1996,1996-06-01,156.7,1.646273133
1996,1996-07-01,157,1.643127389
1996,1996-08-01,157.3,1.639993643
1996,1996-09-01,157.8,1.634797212
1996,1996-10-01,158.3,1.629633607
1996,1996-11-01,158.6,1.626551072
1996,1996-12-01,158.6,1.626551072
1997,1997-01-01,159.1,1.621439346
1997,1997-02-01,159.6,1.616359649
1997,1997-03-01,160,1.61231875
1997,1997-04-01,160.2,1.610305868
1997,1997-05-01,160.1,1.61131168
1997,1997-06-01,160.3,1.60930131
1997,1997-07-01,160.5,1.60729595
1997,1997-08-01,160.8,1.604297264
1997,1997-09-01,161.2,1.600316377
1997,1997-10-01,161.6,1.596355198
1997,1997-11-01,161.5,1.597343653
1997,1997-12-01,161.3,1.599324241
1998,1998-01-01,161.6,1.596355198
1998,1998-02-01,161.9,1.593397159
1998,1998-03-01,162.2,1.590450062
1998,1998-04-01,162.5,1.587513846
1998,1998-05-01,162.8,1.584588452
1998,1998-06-01,163,1.582644172
1998,1998-07-01,163.2,1.580704657
1998,1998-08-01,163.4,1.57876989
1998,1998-09-01,163.6,1.576839853
1998,1998-10-01,164,1.572993902
1998,1998-11-01,164,1.572993902
1998,1998-12-01,163.9,1.57395363
1999,1999-01-01,164.3,1.570121729
1999,1999-02-01,164.5,1.568212766
1999,1999-03-01,165,1.563460606
1999,1999-04-01,166.2,1.552172082
1999,1999-05-01,166.2,1.552172082
1999,1999-06-01,166.2,1.552172082
1999,1999-07-01,166.7,1.547516497
1999,1999-08-01,167.1,1.543812089
1999,1999-09-01,167.9,1.536456224
1999,1999-10-01,168.2,1.533715815
1999,1999-11-01,168.3,1.532804516
1999,1999-12-01,168.3,1.532804516
2000,2000-01-01,168.8,1.528264218
2000,2000-02-01,169.8,1.51926384
2000,2000-03-01,171.2,1.506839953
2000,2000-04-01,171.3,1.505960304
2000,2000-05-01,171.5,1.504204082
2000,2000-06-01,172.4,1.496351508
2000,2000-07-01,172.8,1.492887731
2000,2000-08-01,172.8,1.492887731
2000,2000-09-01,173.7,1.485152562
2000,2000-10-01,174,1.482591954
2000,2000-11-01,174.1,1.481740379
2000,2000-12-01,174,1.482591954
2001,2001-01-01,175.1,1.473278127
2001,2001-02-01,175.8,1.467411832
2001,2001-03-01,176.2,1.46408059
2001,2001-04-01,176.9,1.458287168
2001,2001-05-01,177.7,1.451722003
2001,2001-06-01,178,1.449275281
2001,2001-07-01,177.5,1.453357746
2001,2001-08-01,177.5,1.453357746
2001,2001-09-01,178.3,1.446836792
2001,2001-10-01,177.7,1.451722003
2001,2001-11-01,177.4,1.454177001
2001,2001-12-01,176.7,1.459937748
2002,2002-01-01,177.1,1.456640316
2002,2002-02-01,177.8,1.450905512
2002,2002-03-01,178.8,1.442790828
2002,2002-04-01,179.8,1.434766407
2002,2002-05-01,179.8,1.434766407
2002,2002-06-01,179.9,1.433968872
2002,2002-07-01,180.1,1.432376458
2002,2002-08-01,180.7,1.427620365
2002,2002-09-01,181,1.425254144
2002,2002-10-01,181.3,1.422895753
2002,2002-11-01,181.3,1.422895753
2002,2002-12-01,180.9,1.426042012
2003,2003-01-01,181.7,1.419763346
2003,2003-02-01,183.1,1.408907701
2003,2003-03-01,184.2,1.400494028
2003,2003-04-01,183.8,1.403541893
2003,2003-05-01,183.5,1.405836512
2003,2003-06-01,183.7,1.404305934
2003,2003-07-01,183.9,1.402778684
2003,2003-08-01,184.6,1.397459372
2003,2003-09-01,185.2,1.392931965
2003,2003-10-01,185,1.394437838
2003,2003-11-01,184.5,1.398216802
2003,2003-12-01,184.3,1.399734129
2004,2004-01-01,185.2,1.392931965
2004,2004-02-01,186.2,1.385451128
2004,2004-03-01,187.4,1.376579509
2004,2004-04-01,188,1.37218617
2004,2004-05-01,189.1,1.364204125
2004,2004-06-01,189.7,1.359889299
2004,2004-07-01,189.4,1.362043295
2004,2004-08-01,189.5,1.361324538
2004,2004-09-01,189.9,1.358457083
2004,2004-10-01,190.9,1.351341016
2004,2004-11-01,191,1.350633508
2004,2004-12-01,190.3,1.355601682
2005,2005-01-01,190.7,1.352758259
2005,2005-02-01,191.8,1.345
2005,2005-03-01,193.3,1.334562856
2005,2005-04-01,194.6,1.325647482
2005,2005-05-01,194.4,1.327011317
2005,2005-06-01,194.5,1.326329049
2005,2005-07-01,195.4,1.320220061
2005,2005-08-01,196.4,1.313497963
2005,2005-09-01,198.8,1.297640845
2005,2005-10-01,199.2,1.295035141
2005,2005-11-01,197.6,1.305521255
2005,2005-12-01,196.8,1.310828252
2006,2006-01-01,198.3,1.300912758
2006,2006-02-01,198.7,1.29829391
2006,2006-03-01,199.8,1.291146146
2006,2006-04-01,201.5,1.280253102
2006,2006-05-01,202.5,1.273930864
2006,2006-06-01,202.9,1.271419418
2006,2006-07-01,203.5,1.267670762
2006,2006-08-01,203.9,1.265183914
2006,2006-09-01,202.9,1.271419418
2006,2006-10-01,201.8,1.278349851
2006,2006-11-01,201.5,1.280253102
2006,2006-12-01,201.8,1.278349851
2007,2007-01-01,202.416,1.274459529
2007,2007-02-01,203.499,1.267676991
2007,2007-03-01,205.352,1.256238069
2007,2007-04-01,206.686,1.248130014
2007,2007-05-01,207.949,1.240549365
2007,2007-06-01,208.352,1.238149862
2007,2007-07-01,208.299,1.238464899
2007,2007-08-01,207.917,1.240740295
2007,2007-09-01,208.49,1.237330328
2007,2007-10-01,208.936,1.234689091
2007,2007-11-01,210.177,1.227398811
2007,2007-12-01,210.036,1.228222781
2008,2008-01-01,211.08,1.222148001
2008,2008-02-01,211.693,1.218609023
2008,2008-03-01,213.528,1.208136638
2008,2008-04-01,214.823,1.200853726
2008,2008-05-01,216.632,1.190825917
2008,2008-06-01,218.815,1.178945685
2008,2008-07-01,219.964,1.172787365
2008,2008-08-01,219.086,1.177487379
2008,2008-09-01,218.783,1.179118122
2008,2008-10-01,216.573,1.191150328
2008,2008-11-01,212.425,1.214409792
2008,2008-12-01,210.228,1.227101052
2009,2009-01-01,211.143,1.221783341
2009,2009-02-01,212.193,1.21573756
2009,2009-03-01,212.709,1.212788363
2009,2009-04-01,213.24,1.209768336
2009,2009-05-01,213.856,1.206283668
2009,2009-06-01,215.693,1.19601007
2009,2009-07-01,215.351,1.197909459
2009,2009-08-01,215.834,1.195228741
2009,2009-09-01,215.969,1.194481615
2009,2009-10-01,216.177,1.193332316
2009,2009-11-01,216.33,1.192488328
2009,2009-12-01,215.949,1.194592242
2010,2010-01-01,216.687,1.190523659
2010,2010-02-01,216.741,1.190227045
2010,2010-03-01,217.631,1.185359622
2010,2010-04-01,218.009,1.183304359
2010,2010-05-01,218.178,1.182387775
2010,2010-06-01,217.965,1.183543229
2010,2010-07-01,218.011,1.183293504
2010,2010-08-01,218.312,1.181662025
2010,2010-09-01,218.439,1.180975009
2010,2010-10-01,218.711,1.179506289
2010,2010-11-01,218.803,1.179010343
2010,2010-12-01,219.179,1.176987759
2011,2011-01-01,220.223,1.171408073
2011,2011-02-01,221.309,1.165659779
2011,2011-03-01,223.467,1.154403111
2011,2011-04-01,224.906,1.147016976
2011,2011-05-01,225.964,1.141646457
2011,2011-06-01,225.722,1.142870434
2011,2011-07-01,225.922,1.141858695
2011,2011-08-01,226.545,1.138718577
2011,2011-09-01,226.889,1.136992097
2011,2011-10-01,226.421,1.139342199
2011,2011-11-01,226.23,1.140304115
2011,2011-12-01,225.672,1.143123648
2012,2012-01-01,226.665,1.138115721
2012,2012-02-01,227.663,1.133126595
2012,2012-03-01,229.392,1.124585862
2012,2012-04-01,230.085,1.121198687
2012,2012-05-01,229.815,1.122515937
2012,2012-06-01,229.478,1.124164408
2012,2012-07-01,229.104,1.125999546
2012,2012-08-01,230.379,1.119767861
2012,2012-09-01,231.407,1.114793416
2012,2012-10-01,231.317,1.115227156
2012,2012-11-01,230.221,1.120536354
2012,2012-12-01,229.601,1.12356218
2013,2013-01-01,230.28,1.120249262
2013,2013-02-01,232.166,1.111148919
2013,2013-03-01,232.773,1.108251387
2013,2013-04-01,232.531,1.109404768
2013,2013-05-01,232.945,1.107433085
2013,2013-06-01,233.504,1.104781931
2013,2013-07-01,233.596,1.104346821
2013,2013-08-01,233.877,1.103019963
2013,2013-09-01,234.149,1.101738637
2013,2013-10-01,233.546,1.104583251
2013,2013-11-01,233.069,1.106843896
2013,2013-12-01,233.049,1.106938884
2014,2014-01-01,233.916,1.102836061
2014,2014-02-01,234.781,1.098772899
2014,2014-03-01,236.293,1.091742032
2014,2014-04-01,237.072,1.088154653
2014,2014-05-01,237.9,1.084367381
2014,2014-06-01,238.343,1.082351905
2014,2014-07-01,238.25,1.082774397
2014,2014-08-01,237.852,1.084586213
2014,2014-09-01,238.031,1.083770601
2014,2014-10-01,237.433,1.086500192
2014,2014-11-01,236.151,1.092398508
2014,2014-12-01,234.812,1.098627838
2015,2015-01-01,233.707,1.103822307
2015,2015-02-01,234.722,1.099049088
2015,2015-03-01,236.119,1.092546555
2015,2015-04-01,236.599,1.090330052
2015,2015-05-01,237.805,1.084800572
2015,2015-06-01,238.638,1.081013921
2015,2015-07-01,238.654,1.080941447
2015,2015-08-01,238.316,1.08247453
2015,2015-09-01,237.945,1.084162306
2015,2015-10-01,237.838,1.084650056
2015,2015-11-01,237.336,1.086944248
2015,2015-12-01,236.525,1.090671176
2016,2016-01-01,236.916,1.088871161
2016,2016-02-01,237.111,1.087975674
2016,2016-03-01,238.132,1.083310937
2016,2016-04-01,239.261,1.078199121
2016,2016-05-01,240.229,1.07385453
2016,2016-06-01,241.018,1.070339145
2016,2016-07-01,240.628,1.072073907
2016,2016-08-01,240.849,1.071090185
2016,2016-09-01,241.428,1.068521464
2016,2016-10-01,241.729,1.067190945
2016,2016-11-01,241.353,1.068853505
2016,2016-12-01,241.432,1.068503761
2017,2017-01-01,242.839,1.06231289
2017,2017-02-01,243.603,1.058981211
2017,2017-03-01,243.801,1.058121173
2017,2017-04-01,244.524,1.054992557
2017,2017-05-01,244.733,1.054091602
2017,2017-06-01,244.955,1.05313629
2017,2017-07-01,244.786,1.053863375
2017,2017-08-01,245.519,1.050717052
2017,2017-09-01,246.819,1.045182907
2017,2017-10-01,246.663,1.045843925
2017,2017-11-01,246.669,1.045818486
2017,2017-12-01,246.524,1.046433613
2018,2018-01-01,247.867,1.040763797
2018,2018-02-01,248.991,1.036065561
2018,2018-03-01,249.554,1.033728171
2018,2018-04-01,250.546,1.029635277
2018,2018-05-01,251.588,1.025370844
2018,2018-06-01,251.989,1.023739131
2018,2018-07-01,252.006,1.023670071
2018,2018-08-01,252.146,1.023101695
2018,2018-09-01,252.439,1.021914205
2018,2018-10-01,252.885,1.020111909
2018,2018-11-01,252.038,1.023540101
2018,2018-12-01,251.233,1.026819725
2019,2019-01-01,251.712,1.02486572
2019,2019-02-01,252.776,1.020551793
2019,2019-03-01,254.202,1.014826791
2019,2019-04-01,255.548,1.009481585
2019,2019-05-01,256.092,1.007337207
2019,2019-06-01,256.143,1.007136639
2019,2019-07-01,256.571,1.005456579
2019,2019-08-01,256.558,1.005507527
2019,2019-09-01,256.759,1.00472038
2019,2019-10-01,257.346,1.002428637
2019,2019-11-01,257.208,1.002966471
2019,2019-12-01,256.974,1.00387977
2020,2020-01-01,257.971,1
2020,2020-02-01,258.678,0.997266872
2020,2020-03-01,258.115,0.999442109
2020,2020-04-01,256.389,1.006170312
2020,2020-05-01,256.394,1.00615069
2020,2020-06-01,257.797,1.00067495
2020,2020-07-01,259.101,0.995638766
2020,2020-08-01,259.918,0.992509176
2020,2020-09-01,260.28,0.991128784
2020,2020-10-01,260.388,0.990717698
2020,2020-11-01,260.229,0.991323027
2020,2020-12-01,260.474,0.990390596
2021,2021-01-01,261.582,0.986195533
2021,2021-02-01,263.014,0.980826116
2021,2021-03-01,264.877,0.973927521
2021,2021-04-01,267.054,0.965988152
2021,2021-05-01,269.195,0.958305318
2021,2021-06-01,271.696,0.949483982
